#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/20,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.82;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
119.81;6;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/19,Rest/0
179.89;5;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
239.97;5;None/0,ParkPod/5,RepositionPod/0,Insert/0,Extract/15,Rest/0
299.97;6;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
359.77;7;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
419.99;8;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
479.93;4;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
539.99;6;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
599.96;9;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
659.64;9;None/0,ParkPod/5,RepositionPod/0,Insert/0,Extract/15,Rest/0
720;7;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
779.8;9;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
839.74;6;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
899.85;5;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
959.88;6;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1019.66;5;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1079.7;4;None/0,ParkPod/6,RepositionPod/0,Insert/0,Extract/14,Rest/0
1139.99;3;None/0,ParkPod/7,RepositionPod/0,Insert/0,Extract/13,Rest/0
1199.99;9;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1259.95;6;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1319.65;7;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1379.88;8;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1439.77;10;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
1499.96;3;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1559.89;6;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1619.92;7;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1679.99;6;None/0,ParkPod/5,RepositionPod/0,Insert/0,Extract/15,Rest/0
1739.99;6;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1799.72;5;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
1860;3;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1919.81;6;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
1979.93;8;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
2039.61;2;None/0,ParkPod/5,RepositionPod/0,Insert/0,Extract/15,Rest/0
2099.95;5;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
2159.85;5;None/0,ParkPod/3,RepositionPod/0,Insert/0,Extract/17,Rest/0
2219.66;3;None/0,ParkPod/5,RepositionPod/0,Insert/0,Extract/15,Rest/0
2279.96;2;None/0,ParkPod/6,RepositionPod/0,Insert/0,Extract/14,Rest/0
2339.74;1;None/0,ParkPod/4,RepositionPod/0,Insert/0,Extract/16,Rest/0
2399.94;0;None/0,ParkPod/5,RepositionPod/0,Insert/0,Extract/15,Rest/0
2459.63;3;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/18,Rest/0
2519.99;1;None/0,ParkPod/6,RepositionPod/0,Insert/0,Extract/12,Rest/2
