# SectorTime OrderTurnoverTimeAvg
0.01600277777777778 317.05925925925925
0.030058333333333333 317.05925925925925
0.032916666666666664 317.05925925925925
0.03578611111111111 317.05925925925925
0.03873888888888889 317.05925925925925
0.04438333333333333 317.05925925925925
0.047225 317.05925925925925
0.05844999997222222 317.05925925925925
0.061408333333333336 317.05925925925925
0.06415555555555555 317.05925925925925
0.06701666666666667 317.05925925925925
0.07548055555555555 317.05925925925925
0.07837777777777778 317.05925925925925
0.09515555555555555 317.05925925925925
0.098075 317.05925925925925
0.10374722222222223 317.05925925925925
0.112275 317.05925925925925
0.11518333333333333 317.05925925925925
0.11795833333333333 317.05925925925925
0.12906944444444443 317.05925925925925
0.13196944444444444 317.05925925925925
0.13486944444444443 317.05925925925925
0.14339166666666667 317.05925925925925
0.1573277777777778 317.05925925925925
0.1602361111111111 317.05925925925925
0.1629861111111111 317.05925925925925
0.16583333333333333 317.05925925925925
