#TimeStamp;TripTime;Type
30;7;O
32;21;O
34;13;O
39;29;O
39;27;O
41;23;O
46;22;O
47;23;O
49;22;O
51;31;O
58;35;O
60;40;O
64;15;O
76;33;O
78;38;O
86;38;O
96;30;O
97;32;O
100;39;O
123;79;O
127;35;O
144;24;O
151;19;O
153;28;O
161;29;O
178;47;O
178;15;O
186;16;O
188;45;O
199;35;O
204;19;O
205;29;O
210;33;O
224;42;O
227;20;O
238;20;O
249;20;O
254;42;O
258;26;O
267;14;O
278;34;O
287;20;O
289;44;O
293;27;O
294;47;O
304;43;O
325;31;O
332;19;O
336;23;O
340;26;O
342;30;O
343;32;O
347;26;O
352;14;O
359;57;O
376;23;O
376;23;O
394;31;O
400;33;O
406;42;O
408;22;O
420;18;O
433;28;O
449;45;O
462;19;O
480;27;O
491;38;O
491;23;O
505;48;O
509;68;O
511;31;O
515;24;O
529;16;O
530;43;O
534;18;O
542;21;O
542;27;O
545;21;O
556;29;O
556;32;O
556;25;O
588;20;O
593;36;O
597;35;O
606;33;O
619;19;O
628;20;O
635;30;O
652;26;O
652;26;O
695;29;O
698;34;O
699;20;O
703;76;O
710;21;O
713;23;O
730;32;O
735;29;O
735;21;O
739;16;O
752;23;O
770;33;O
774;31;O
777;32;O
782;24;O
792;20;O
836;17;O
836;37;O
840;56;O
841;17;O
845;24;O
847;29;O
848;41;O
853;21;O
873;44;O
893;33;O
900;30;O
912;21;O
915;57;O
915;30;O
922;25;O
926;33;O
937;28;O
939;17;O
959;39;O
976;54;O
987;15;O
992;56;O
995;35;O
997;30;O
1000;8;O
1001;28;O
1020;37;O
1030;32;O
1034;43;O
1041;19;O
1046;22;O
1069;23;O
1072;33;O
1084;42;O
1089;23;O
1096;20;O
1097;46;O
1107;32;O
1116;19;O
1142;37;O
1153;94;O
1155;28;O
1156;25;O
1163;23;O
1169;21;O
1169;48;O
1180;23;O
1183;31;O
1189;30;O
1198;29;O
1207;38;O
1214;18;O
1219;36;O
1235;44;O
1236;23;O
1238;22;O
1266;21;O
1267;23;O
1269;33;O
1283;24;O
1287;18;O
1290;29;O
1309;29;O
1318;47;O
1320;19;O
1326;42;O
1343;20;O
1350;35;O
1357;33;O
1362;17;O
1392;26;O
1400;28;O
1401;38;O
1402;38;O
1427;34;O
1433;31;O
1437;21;O
1438;36;O
1464;30;O
1468;67;O
1475;32;O
1476;40;O
1499;34;O
1508;14;O
1516;29;O
1526;32;O
1529;20;O
1530;41;O
1537;37;O
1548;39;O
1554;20;O
1563;26;O
1568;27;O
1573;49;O
1574;30;O
1587;25;O
1605;26;O
1615;34;O
1623;14;O
1625;28;O
1627;32;O
1628;20;O
1644;23;O
1663;32;O
1671;26;O
1678;25;O
1683;37;O
1691;27;O
1693;30;O
1699;34;O
1733;30;O
1733;42;O
1734;37;O
1737;25;O
1748;20;O
1752;18;O
1753;37;O
1759;41;O
1763;11;O
1767;45;O
1772;30;O
